15.347;96.223
75.121;453.77
126.01;711.46
146.2;794.58
165.59;862.62
173.67;885.48
187.4;923.03
201.94;953.63
216.48;975.99
231.83;991.8
247.98;999.09
262.52;995.88
268.98;991.8
279.48;981.24
289.18;968.74
294.83;958.71
303.72;942.94
327.95;881.73
344.91;827.17
369.14;731.82
386.11;655.96
400.65;583.61
416.8;498.29
434.57;398.84
464.46;221.35
479.81;126.31
491.92;50.671
501.62;-10.169
516.16;-101.14
537.96;-235.86
563;-385.29
578.35;-471.81
598.55;-579.34
609.05;-632.06
631.66;-734.84
657.51;-834.27
684.98;-917.48
701.13;-951.93
716.48;-975.99
746.37;-999.45
775.44;-985.3
800.48;-948.67
824.72;-891.51
844.91;-827.17
867.53;-739.02
886.91;-651.94
899.84;-587.63
927.3;-440.8
946.69;-328.62
973.34;-166.41
